Title,Content,Press,Date
"[출근길 인터뷰] ""대출가능"" 젊은층도 보이스피싱 당하는 이유","[앵커]경찰이 최근 수사기관 등으로 속인 전화금융사기가 기승을 부리고 있다며 주의를 당부했습니다. 하지만 알고도 당하는 게 보이스피싱인데요. 만약, 나에게 수상한 전화가 걸려 왔다면, 어떻게 대처해야 할까요? 출근길 인터뷰에서 알아보겠습니다. 뉴스 캐스터 연결합니다. 이민재 캐스터.[캐스터]출근길 인터뷰입니다. 오늘은 서준배 교수와 함께 이야기 나눠보겠습니다. 안녕하십니까. 가장 먼저 요즘 보이스피싱의 특징은 무엇인가요?[서준배 / 경찰대학교 교수] 보이스피싱이 전반적으로 줄고 있는 추세이긴 하지만 요즘 고물가, 고금리에 싼 가격에 대출을 해주겠다는 대한 대출형 사기가 아직도 한 60% 정도 발생하고 있습니다. 그리고 전통적인 수법인 통장이 발견됐는데 범죄에 연루되는 것 같으니까 조사를 받으라는 기관 사칭형 수법도 최근 한 40% 정도 발생하고 있습니다. 이들은 예전에는 이제 송금을 해달라는 수법이었는데 최근에는 은행원한테 거짓말을 하고 전세자금이라니까 돈을 직접 인출해서 현금 수거책에게 전달하라는 현금 대면 편취형이 80% 정도 늘어나고 있는 추세입니다.[캐스터] 요즘 젊은층의 보이스피싱 피해도 늘고 있는데 왜 그런 걸까요.[서준배 / 경찰대학교 교수] 젊은 분들은 사실 고액 알바인 줄 알고 현금을 전달하는 전달책이나 불법 중계기를 또 이동해 주는 이송책으로 이용되는 경우가 많은데요. 절대 범죄하고 상관없다고 그 알바로 유혹하는데 사실은 사기 방조범입니다. 구속되고 또 배상 명령까지 책임을 지고 나중에 이제 취업에도 불이익을 받을 수 있기 때문에 젊은 분들이 사기 방조에 가담하는 일이 없도록 명심하셔야 됩니다.[캐스터] 보이스피싱인 걸 알면서도 피해를 받는 이유가 궁금합니다.[서준배 / 경찰대학교 교수] 사실 누구나도 당할 수 있습니다. 그 이유는 뭐냐면 코로나19 바이러스처럼 계속 진화하고 발전하기 때문에 새로운 수법을 이용하고 더 심각한 거는 이제 신종 기술하고 결합을 해가지고 이제 해킹을 해서 나의 핸드폰을 원격 조정하기 때문에 내가 안 당할 것 같지만 당하는 경우가 많습니다.[캐스터] 안 당하는 게 가장 중요할 텐데 100% 예방할 수 있는 방법이 있을까요.[서준배 / 경찰대학교 교수] 사실 그 제가 세 가지 팁을 말씀드리고 싶은데요. 첫 번째는 누구라도 당할 수 있다. 나는 안 당할 것이라고 방심하는 순간 나의 위험성이 높아지기 때문입니다. 그래서 경찰청에서 만든 당신이 보이스피싱을 당할 수밖에 없는 이유라는 이런 동영상이 있습니다. 유튜브 경찰청을 보시면 되는데 거기에 이제 수법들을 이해할 수 있게 잘 나타나 있습니다. 그걸 꼭 보셔가지고 예방주사를 미리 받아놓은 게 좋고요. 두번째는 우리가 이제 평소에 시티즌, 코난 같은 악성 앱을 탐지하는 그 바이러스 탐지 기능을 핸드폰에 깔아 놓으셔야 됩니다. 그래서 내 핸드폰이 원격 조종당하지 않도록 미리 예방을 해야 됩니다. 그리고 세 번째로는 만약에 가짜 URL이나 이런 것들을 클릭하면 내 핸드폰이 원격 조종을 당하고 탈취되기 때문에 절대로 클릭하시면 안 됩니다. 안 되고 나의 핸드폰으로 확인 전화를 하지 말고 집 전화나 다른 사람 전화로 금감원인지 대출해주는 은행이 맞는지 확인 전화를 하셔야 합니다.[캐스터] 오늘 좋은 말씀 감사합니다. 지금까지 출근길 인터뷰였습니다.(이민재 캐스터) 연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23",연합뉴스TV,2023-01-13 08:36:03
"제주경찰청, 설 명절 가정폭력·아동학대 엄정 대응키로","제주경찰청 전경(제주경찰청 제공). ⓒ News1 오미란 기자(제주=뉴스1) 오미란 기자 = 제주경찰청이 설 명절 가정폭력·아동학대 사건에 엄정 대응하기로 했다.13일 제주경찰청이 발표한 '설 명절 종합치안활동 계획'에 따르면 경찰은 우선 15일까지 각 경찰서별로 범죄예방진단을 실시해 취약요소를 발굴하고 맞춤형 시책을 수립한다.동시에 가정폭력이나 아동학대, 스토킹 등 관계성 범죄 재발 방지를 위한 모니터링도 병행한다.이후 경찰은 16일부터 설 연휴가 끝나는 24일까지 112치안종합상황실을 중심으로 관할·기능을 불문한 총력대응체제를 유지하며 탄력·합동 순찰 등 경찰활동을 강화한다.경찰은 특히 가정폭력, 아동학대와 같은 사회적 약자를 대상으로 한 범죄에 대해서는 초동 대응부터 수사, 피해자 보호에 이르기까지 모든 과정에 엄정 대응하기로 했다.이 밖에 경찰은 전화금융사기 예방 활동, 교통안전 활동, 치안 홍보 활동 등에도 주력한다는 계획이다.경찰 관계자는 ""설 명절 종합치안활동에 모든 제주경찰의 역량을 집중해 제주도민이 안전하고 편안한 설 명절을 보낼 수 있도록 최선을 다하겠다""고 밝혔다.",뉴스1,2023-01-13 10:58:33
"[충남소식] 충남경찰청, 설 연휴 맞아 24일까지 종합치안 활동","'미리 성묘객' 붐비는 추모공원[연합뉴스 자료사진]    (예산=연합뉴스) 충남경찰청은 오는 14일부터 24일까지 설 명절 종합치안 활동 기간을 운영한다고 13일 밝혔다.    경찰은 이 기간 총력대응 체제를 가동하고 지역 주요 터미널과 철도역 등 다중운집 장소와 범죄취약지역을 대상으로 집중 순찰 등 치안·안전관리에 나선다.    아울러 스토킹, 아동학대, 가정폭력 등 사회적 약자 대상 범죄와 전화금융사기 등 서민 생활 침해형 범죄에 엄정 대응하고, 연휴 기간 고속도로 및 주요 도로 교통관리로 원활한 차량 소통에도 주력할 계획이다.    충남경찰청 관계자는 ""세심한 치안 활동으로 도민이 안심할 수 있는 설 명절이 될 수 있도록 하겠다""고 밝혔다.",연합뉴스,2023-01-13 13:24:50
"제주경찰, 16일부터 ‘설 명절 종합치안활동’ 전개","[제주=아시아경제 호남취재본부 황정필 기자] 제주경찰청은 오는 16일부터 24일까지 ‘설 명절 종합치안활동’을 추진한다고 13일 밝혔다.이번 활동은 치안 수요가 증가하는 설 명절 대비 평온한 명절 분위기 조성이 목적이다.
제주경찰청 청사 [사진제공=제주경찰]제주 경찰은 기 기간 112치안종합상황실 중심의 제주경찰 전 기능 총력대응체제 확립을 통한 현장 대응력 강화, 지역 공동체 치안을 통한 선제적·예방적 치안, 교통 안전·서민 생활 침해범죄 엄정 대응 등 민생안전 확보를 위한 치안 활동을 전개할 계획이다.또 가정폭력·아동학대 등 사회적약자 사건에 대한 초동 대응부터 수사·피해자 보호 전 과정에 걸쳐 적극적으로 대응할 방침이다.강절도·악성 폭력 등 서민 생활 침해범죄 엄정 대응을 위한 특별 형사 활동, 전화금융사기 예방 활동을 진행할 계획이며 설 명절 종합 치안 대책, 경찰 활동 우수사례 등에 대한 컨텐츠 제작 등 다각적인 홍보 활동도 전개할 예정이다.제주경찰청 관계자는 “도민이 안전하고 편안한 설 명절을 보내실 수 있도록 설 명절 종합치안활동 역량을 집중하겠다”고 말했다.제주=아시아경제 호남취재본부 황정필 기자 baekok@asiae.co.kr",아시아경제,2023-01-13 13:42:04
"충남경찰청, 설 명절 대비 '선제적 종합치안활동' 전개","충남경찰청 전경.(사진=충남경찰청 제공) *재판매 및 DB 금지[홍성=뉴시스]김도현 기자 = 충남경찰청은 오는 24일까지 설 치안수요에 선제적으로 대비해 도민 안전 확보를 위한 ‘설 명절 종합치안활동’을 전개한다고 13일 밝혔다.경찰은 이 기간 동안 범죄 취약지역 집중 순찰 및 범죄 예방 홍보 등 모든 기능을 총력 대응 체재로 유지해 사각지대가 없는 치안상태를 확보할 예정이다.특히 안전하고 평온한 명절이 되도록 역과 터미널 등 다중이 운집하는 장소에 대해 시·군·관련 기관 등과 함께 안전 관리에 만전을 기할 방침이다.또 스토킹 및 아동학대, 가정폭력 등 사회적 약자 대상 범죄와 전화 금융 사기 등 서민 생활 침해형 범죄에는 엄정 대응하며 교통 혼잡에 대비한 적극적인 교통관리 역시 진행한다.경찰 관계자는 “이번 설은 엔데믹 시대의 일상 회복 욕구와 안전에 대한 사회적 관심이 많아져 경찰 역할에 대한 요구가 어느 때보다 높을 것으로 예상된다”라며 “더욱 세심한 치안활동으로 주민이 안심할 수 있는 설 명절을 만들기 위해 최선을 다하겠다”라고 말했다.",뉴시스,2023-01-13 14:49:42
"경찰, 설 명절 종합치안 활동 및 특별교통관리 추진","[KBS 울산]울산경찰청이 24일까지 설 명절 종합치안활동에 나섭니다.이에 따라 금융기관과 1인가구 밀집지역, 전통시장 등 범죄 취약장소에 대한 순찰을 강화하고, 가정폭력 재발우려가정, 수사 중인 아동학대 사건에 대해 전수 모니터링을 실시합니다.또, 강·절도, 생활주변 폭력 및 전화금융사기, 스토킹 범죄 등에 대해서도 적극 대응할 방침입니다.이와 함께 16일부터 24일까지 전통시장 주변 도로 일부 구간에 대한 주·정차를 한시적으로 허용합니다.",KBS,2023-01-14 21:47:55
[베테랑]수상한 택배 조각에 눈빛 반짝…'010 피싱' 윗선까지 노린다,"[편집자주] 한 번 걸리면 끝까지 간다. 한국에서 한 해 검거되는 범죄 사건은 113만건(2021년 기준). 사라진 범죄자를 잡기 위해 물불 가리지 않는 이 시대의 진정한 경찰 베테랑을 만났다.[경북경찰청 반부패경제범죄2대 보이스피싱 전담수사팀 수사관 박영완 경위]
지난해 2월 경북 영천의 한 야산에서 불법 중계기를 발견한 박영완 경위. /사진=경북경찰청 제공지난해 2월 경북 영천의 한 야산. 경북경찰청 반부패경제범죄2대 보이스피싱 전담수사팀 박영완 경위가 출동한 그 곳엔 불법 번호변작중계기와 전력 공급을 위한 태양광 패널이 설치돼 있었다. 주변엔 폐쇄회로(CC)TV도 없었고 택배 송장 조각과 담배꽁초 몇 개만 확보할 수 있었다.택배 조각이 단서가 됐다. 박 경위는 택배 송장에 적힌 주소를 추적했다. 해당 주소지는 서울 도심의 한 주택이었다. 근처 CCTV를 확보해 태양광 패널을 택배로 수령한 사람을 특정했고 30대 중국인 A씨가 태양광 패널을 넘겨 받은 뒤 차에 싣고 떠나는 모습이 포착됐다. A씨 차량이 경북 영천의 야산 근처를 통과한 사실도 확인됐다. 경찰은  A씨를 전기통신사업법위반 혐의로 체포했다.경찰 수사 과정에서 A씨가 관리했던 중계기를 통해 보이스피싱 범죄가 발생했고 피해자가 있음을 확인했다. A씨는 사기죄로 추가 기소됐다. 이 과정에서 중국으로 도주한 것으로 의심되는 A씨에게 중계기 관리를 지시한 윗선 등에 대한 수사자료도 확보했다.일명 심박스(SIM box)라 불리는 불법 중계기는 해외 보이스피싱 조직과 가담자를 이어주는 핵심 연결 고리다. 중계기 단속 현장에선 번호 변조에 사용된 선불유심칩 수백개가 함께 발견된다. 해외 발신 전화 또는 문자메시지를 010번호로 둔갑시키는 불법 중계기 단속을 담당하는 박 경위와 경북청 보이스피싱 전담수사팀은 국내 체류 중인 보이스피싱 조직의 가장 '윗선'을 추적한다. 지난해만 대구·경북 지역에서 28건을 단속해 피의자 21명을 검거하고 이중 14명을 구속했다. 지난해 경북에선 전화금융사기(보이스피싱)가 전년 대비 40% 가까이 감소한 것으로 나타났다. 보이스피싱 피해액도 329억원에서 193억5000만원으로 40% 이상 줄었다.   이 과정에서 보이스피싱 등 범죄에 이용될 수 있는 중계기용 심박스 450대, 유심칩 998개를 압수했다. 심박스 1개당 최대 32개의 회선 연결이 가능하다. 경찰이 불법 중계기를 단속하는 순간 해당 번호를 사용한 추가 범죄는 불가능해진다. 
경북경찰청 반부패경제범죄2대 보이스피싱 전담수사팀 수사관 박영완 경위. /사진제공=박영완 경위 ━불법 중계기, 해외발신 번호→010으로…해외 총책 역추적━박 경위와 보이스피싱 전담 수사팀은 중계기와 중계기 관리자에게서 확보한 관련 정보를 보이스피싱 조직 윗선을 추적하는 중요한 통로로 삼고 있다. 중계기 관리책은 중계기에 전력을 공급하고 작동하지 않는 유심은 교체한다. 이 과정에서 유심칩 공급책 등 다른 역할은 맡은 가담자와 조직 윗선 등과 연락을 주고받는다.중계기 단속과정에서 윗선과 통화 내역, 불법 유심칩과 심박스에 사용한 단말기 가입자 고유식별번호(IMSI), 단말기 고유식별번호(IMEI) 등 다양한 단서를 확보할 수 있다.지난해부터 경찰은 전국 경찰청과 협조해 불법 중계기 단속을 벌이고 있다. 전국 지방 경찰청에서 수집한 관련 자료와 증거는 통합관리한다. 윗선을 추적할 수 있는 단서와 그들이 행한 범죄의 증거들이 경찰청 한 켠에 쌓이고 있다.경찰은 해외 총책에 대한 정보를 포함해 보이스피싱 조직 전반에 대해 자세히 알고 있는 윗선이 한국에 체류 중일 것으로 추정한다. 그를 검거할 경우 해외 총책을 검거할 수 있는 유의미한 단서를 추가 확보할 것으로 보인다. 박 경위는 ""수사관들의 노력으로 보이스피싱 범죄도 곧 해외 체류 중인 총책에까지 상당부분 접근할 수 있는 수사기법이 나올 것으로 보고 있다""며 ""해외 총책은 국내 총책에게 디테일한 내용을 지시한다. 통신 기술적인 내용과 범행의 방법, 설치 장소와 지급 수당 등에 대해 대화할 수밖에 없다""고 말했다. 
경북경찰청 반부패경제범죄2대 보이스피싱 전담수사팀 수사관 박영완 경위. /사진제공=박영완 경위 ━중국서 7년 8개월 선고 받은 보이스피싱범, 한국에서도 징역 2년━경찰은 해외에서 복역한 보이스피싱 범인도 끝까지 추적해 한국 법정에 세워 벌을 받게 한다.2015년 3월 중국 길림성 연길시에서 보이스피싱 콜센터를 운영한 한국인 이모씨 등 9명이 중국 공안과 한국 경찰의 협조에 검거됐다. 피해자 25명으로부터 2억5700만원을 가로챈 혐의를 받는 이들 중 총책 이모씨는 중국 법원에서 12년형을 선고받고 복역 중이다. 중국법원은 함께 검거된 콜센터 직원 B씨(30대 남성)에게 징역 7년 8개월 형을 선고했다.지난해 출소한 B씨는 같은해 10월 한국으로 추방됐다. 박 경위는 해외 도피로 중단된 수사를 재개해 B씨를 송치했다. B씨는 대한민국 법정에서 2년형을 선고 받아 복역 중이다. 총책 이모씨 역시 2027년 중국에서 형기를 마치면 한국으로 추방돼 한국 법원에 다시 서게 된다.",머니투데이,2023-01-15 06:30:00
"충남경찰청, 설 명절 종합치안활동 나서","총력대응체제 유지로 사각지대 없는 치안상태 확보
충남경찰청(청장 유재성)은 설 치안수요에 선제적으로 대비하기 위해 24일까지 설 명절 종합치안활동을 전개한다. 사진=대전일보 DB충남경찰청(청장 유재성)은 설 치안수요에 선제적으로 대비하기 위해 24일까지 설 명절 종합치안활동을 전개한다고 밝혔다. 설 명절 종합치안활동 기간 범죄 취약지역 집중 순찰, 범죄예방 홍보 등 전 기능 총력대응체제를 유지해 사각지대 없는 치안상태를 확보한다. 안전하고 평온한 명절이 될 수 있도록 역·터미널 등 다중이 운집하는 장소는 시·군·관련기관 등과 함께 안전관리에 만전을 기할 것이다. 스토킹, 아동학대, 가정폭력 등 사회적 약자 대상 범죄와 전화금융사기 등 서민 생활 침해형 범죄에 엄정 대응하고, 연휴 기간 고속도로 및 주요 도로 교통관리로 원활한 차량 소통에도 주력할 계획이다. 충남경찰청 관계자는 ""이번 설은 엔데믹 시대의 일상회복 욕구와 안전에 대한 사회적 관심이 많아져 경찰 역할에 대한 요구 또한 그 어느 때보다 높을 것으로 예상된다""며 ""더욱 세심한 치안활동으로 주민이 안심할 수 있는 설 명절을 만들기 위해 최선을 다 하겠다""고 말했다.",대전일보,2023-01-15 13:55:05
머니투데이 오프라인 헤드라인-16일자,"[종합]10년간 75만일 근로손실...韓성장 꺾는다국고채·은행채 금리↓ 대출금리 인하 기대감원자력·방산·수소 '40조원' 투자 유치세탁·건조기, 로봇이 만들고 옮기고...11초마다 1대씩 착착""中 부동산 부진 지속...경기하방 압력""[기획]""물 들어올 때 노 저어야하는데""...주52시간, 연장근무 'NO!'일손 부족한데 파견 못하고...[회장님의 황제도피]수갑 대신 휴앙...'검은 돈'으로 나라밖 자유 만끽年 110명...'병역' 피해 물 건너 갔다[the300]與 '당권경쟁' 野 '수사방어'...1월 임시국회 '개점휴업'나경원·친윤계 갈등 격화[오피니언]소프트웨어가 지배한 10년, 앞으로의 10년은?실효성 있는 '핀테크 기업' 지원되풀이되는 '헨리 8세'의 실패리스크 이상의 불확실성 시대[국제]침묵 깬 中 ""한달간 코로나 사망자 6만명""네팔 항공기 추락...""한국인 2명 탑승""[기획]""HMM 정상화 마무리...운임하락기 버텨내야 민영화 추진""""저염김 간식 개발, 프링글스처럼 유명해졌으면...""[산업]美벌판에 'K배터리 왕국'...年82만대 ON혁신기술 뽐내는 자리 신제품 숨긴 삼성전자'홈술'된 와인...업계 사상최대 실적 눈앞""이재용·전인지도 입는다"" 골프옷 성수기 대전 예고[금융]당정·여론 압박에...예금금리 '인상' 쓰는 銀'PF대출 직무분리·지정송금제' 금감원, 저축銀 내부통제 개선[바이오]지아이셀 ""GMP시설 강점, 위탁개발생산 속도""곳간에 800억 보령바이오 대기업도 제약사도 '눈독'[유니콘팩토리]플라스틱 대신 곡물식기...친환경·내구성 다 챙겼다또 일낸 '리디' 창업멤버 4인방 성과관리 SaaS에 70억원 유치[ICT·과학]네이버 '新 북미 전진기지'...기술 업고 글로벌 커머스 꿈꾼다'마차 시위'에 확 달라진 카카오게임즈...이용자도 '엄지 척'[건설 부동산]세입자 몰래 바뀌는 집주인...사전통지로 '제2 빌라왕' 막는다""보편적 이동권 보장""...국토부, 복잡한 교통정책 정비[사회]못지울 수마 악몽, 못이룰 지상층 꿈택배 조각 하나로 전화금융사기 검거[정책사회·문화]수능 9등급도 1차 합격...매력 떨어진 교대작년 출생아 25만4628명...3년연속 인구감소[스타뉴스]""엔딩까지 처절한 악인...솔직히 외로웠어요""""장총 연습만 6개월...'여자 마동석' 새 별명 얻었죠""태양x지민 '월클 바이브' 통했다[증권]달리는 코스피, 실적이 발목 잡나""올핸 빠진 종목 위주로 종목장세...같은 자료라도 분석 능력 키워야""실적 어둠 속 '전장용 MLCC' 다시 반짝...터널의 끝 보인다",머니투데이,2023-01-16 04:00:00
"가정폭력·보이스피싱 등 총력 대응…경찰, 설 명절 치안 강화","설 민생침해범죄 적극 대응…귀금속점 등 예방 활동
2022.6.20/뉴스1 ⓒ News1 박세연 기자(서울=뉴스1) 송상현 기자 = 경찰이 설 연휴에 신고가 증가하는 가정폭력·스토킹 등 사회적 약자 대상 범죄와 전화 금융 사기(보이스피싱) 등 민생침해 범죄에 집중 대응하기로 했다.경찰청은 설 연휴가 끝나는 24일까지 '설 명절 종합치안활동'을 추진한다고 16일 밝혔다.경찰은 우선 폭력 재발 우려 가정과 수사 중인 아동학대 사건은 전수 모니터링으로 위험성을 점검하고 경미한 사안이라도 과거 전력 등을 종합 고려해 보호·지원 필요성을 점검할 계획이다.가정폭력·스토킹 등 관계성 범죄가 발생한 경우 가해자의 과거 전력 등 위험성을 고려해 신병을 신속히 확보하고 긴급응급조치･잠정조치 등으로 가해자 접근 차단과 피해자 보호조치를 적극 시행할 예정이다. 경찰청은 ""관계성 범죄는 특성상 밖으로 드러나는 경우가 적은 만큼 주변에서 범죄 사실을 알았을 경우 적극적으로 신고해주길 부탁한다""고 밝혔다.명절 특수를 노리고 전화금융사기가 기승을 부릴 것으로 예상되는 만큼 초동 조치와 피해 예방 활동에도 최선을 다하기로 했다. 금융기관·귀금속점 등 주요 시설은 범죄위험 요인 진단으로 예방 활동을 강화하고 1인가구밀집지역·전통시장 등 지역별 취약 장소에는 순찰력을 집중할 방침이다.지자체·소방 등과 합동 대응체계를 구축해 다중운집이 예상되는 장소를 사전에 파악하고 안전사고가 우려되면 기동대 등 경찰력을 선제적으로 배치한다. 암행순찰차와 헬기, 드론 등을 활용해 과속·난폭운전 등 사고위험 행위도 집중적으로 단속할 계획이다.경찰청은 ""설 연휴 기간에 경찰의 모든 역량을 집중해 국민이 평온하고 안전한 명절을 보내도록 하겠다""고 밝혔다.",뉴스1,2023-01-16 12:00:00
"경찰, 설명절 종합치안활동…""인파관리 등 선제대응""","경찰청. /사진=뉴스1경찰이 설 연휴 기간을 맞아 다중운집이 예상되는 장소를 사전에 파악하고 필요시 경찰력을 선점 배치하고 전 경찰관 비상연락체제를 유지한다고 16일 밝혔다.경찰청은 설 연휴 기간 치안 확보를 위해 연휴가 끝나는 오는 24일까지 전개하는 '설 명절 종합치안활동'을 통해 ""긴급 신고 시에는 담당과 기능을 불문하고 신속히 조치하는 등 총력대응 태세를 갖춘다""며 이같이 밝혔다.경찰은 지방자치단체·소방 등과 합동대응체계를 구축해 인파 운집이 예상되는 곳을 파악하고 시설주 측에 질서유지 인력 배치 등 자체대비 강화를 촉구할 계획이다. 범죄 예방 대책도 추진한다. 금융기관·귀금속점 등 주요시설에 대한 범죄위험요인 진단을 통해 예방 활동을 강화하고  1인 가구 밀집지역·전통시장 등 지역별 취약장소에 대해서는 순찰력을 집중하고 범죄예방요령을 교육할 예정이다.최근에 사회적으로 쟁점이 되는 가정폭력·스토킹 등 사회적 약자 대상 범죄와 전화 금융 사기 등 민생 침해범죄에 대해서는 엄정 대응한다. 가정폭력 재발 우려 가정, 수사 중인 아동학대 사건에 대해서는 전수 모니터링을 통해 재발 위험성을 점검하고 경미 사안이라 하더라도 과거 전력 등을 고려해 보호·지원 필요성을 점검할 방침이다.경찰 관계자는 ""관계성 범죄의 특성상 밖으로 드러나는 경우가 적은 만큼 주변에서 범죄 사실을 알았을 경우 적극적인 신고가 필요하다""고 밝혔다.또 연휴 기간 침입 강절도나 주취폭력 등 악성 폭력에 대해서도 단호하게 대응해 평온한 명절 분위기를 확보한다는 계획이다. 명절 특수를 노려 전화금융사기가 기승을 부릴 것으로 예상하는 만큼 초동조치에 나설 방침이다.대형할인점·재래시장·공원묘지 등 혼잡 예상지역은 집중적으로 관리해 교통 안전 확보에도 주력한다. 암행순찰차, 헬기, 드론 등을 활용해 과속·난폭운전 등 사고위험 행위를 단속한다. 아울러 교통방송 등을 활용해 고속도로 돌발상황을 실시간으로 제공해 2차 사고 예방에 나선다.경찰청은 ""설 연휴 기간에 경찰의 모든 역량을 집중하여 국민이 평온하고 안전한 명절을 보낼 수 있도록 최선의 노력을 다하겠다""고 밝혔다.",머니투데이,2023-01-16 12:00:00
"경찰, 명절 노린 민생범죄 주시…설연휴 종합치안활동","기사내용 요약연휴 기간 가정폭력·보이스피싱 등 범죄신고 증가 예상
[서울=뉴시스] 위용성 기자 = 경찰청은 가정폭력, 강·절도, 전화금융사기 등 범죄 신고가 늘어나는 설 명절을 맞아 연휴 기간이 끝나는 24일까지 '설 명절 종합치안활동'을 추진한다고 16일 밝혔다.경찰은 먼저 금융기관·귀금속점 등에 대해 예방 활동을 강화하고, 1인 가구 밀집지역·전통시장 등 지역별 취약장소에 대해 순찰력을 집중할 계획이다.가정폭력·스토킹 등 범죄가 발생한 경우에는 가해자의 과거 전력 등 위험성을 고려해 신병을 신속히 확보하고, 긴급응급조치·잠정조치 등 피해자 보호조치를 적극 시행할 예정이다.특히 반복신고 사건에 대해 엄정 대응하는 한편, 연휴기간 침입 강절도나 주취폭력 등 악성 폭력에 대해서도 엄정 대응해 평온한 명절 분위기를 확보한다는 방침이다.연휴 기간에는 명절 특수를 노려 전화금융사기 범죄도 기승을 부릴 것으로 예상되는 만큼, 초동조치와 피해 예방 활동에 만전을 기하기로 했다.경찰은 특히 이번 명절 기간 신속한 상황관리와 다중운집 상황 안전 관리에도 집중할 계획이다. 연휴 기간 중요 상황 발생을 대비해 전 경찰관 비상연락체제를 유지하고, 긴급 신고 시에는 담당과 기능을 불문하고 신속히 조치하는 등 총력대응 태세를 갖춘다.지방자치단체·소방 등과 합동대응체계를 구축해 많은 인파 운집이 예상되는 장소를 사전에 파악하고, 인파 운집이 예상되는 곳은 시설주 측에 질서유지 인력 배치를 요구하거나 필요시 기동대 등 경찰력을 선점 배치하기로 했다.경찰은 연휴기간 교통 통제와 관련해선 대형할인점·재래시장·공원묘지 등 혼잡 예상지역을 집중 관리하고, 고속도로·국도 등에서 귀성·귀경길 소통을 확보하는 등 운전자 안전 확보에 주력할 방침이다. 이와 함께 암행순찰차, 헬기, 드론 등을 활용해 과속·난폭운전 등 사고위험 행위를 집중적으로 단속할 계획이다.",뉴시스,2023-01-16 12:00:00
"경찰, 설 명절 종합치안활동 추진… 전 기능 총력대응","경찰이 설 연휴(21~24일)를 맞아 각종 범죄와 사고 예방을 위한 특별치안 활동을 펼친다. 경찰청은 오는 24일까지 생활안전국 주관으로 전 부서가 참여하는 '설 명절 종합치안활동'을 추진 중이라며 16일 이같이 밝혔다.
서울 서대문구 미근동 경찰청 로비 [이미지출처=연합뉴스]경찰은 특히 가정폭력·스토킹 등 사회적 약자 대상 범죄와 전화금융사기 등 민생 침해범죄에 대해 엄정한 법 집행과 안전관리에 나선다는 방침이다. 경찰은 이를 위해 긴급응급조치·잠정조치 등을 통해 가해자 접근차단과 피해자 보호조치를 적극적으로 시행할 예정이다. 경찰청 관계자는 ""관계성 범죄의 특성상 밖으로 드러나는 경우가 적다""며 ""주변에서 범죄 사실을 알았을 경우 적극적인 신고를 부탁한다""고 당부했다.경찰은 아울러 명절 특수를 노려 전화금융사기가 기승을 부릴 것으로 예상되고 있는 만큼 초동조치와 피해 예방 활동에도 집중할 방침이다. 경찰청 측은 ""유튜브, 사회관계망서비스(SNS) 등에 전화금융사기 피해 예방 영상을 게시·공유하고 있다""며 ""'의심되는 번호 전화 받지 않기' 등 피싱 범죄를 예방하기 위해 각별한 주의를 가져달라""고 했다.다중운집 상황에 대한 안전관리에도 만전을 기울인다. 지자체·소방 등과 합동대응체계를 구축해 다중운집이 예상되는 장소를 사전 파악해 시설주 측에 자체대비 강화를 촉구하는 한편, 안전사고 우려 장소에 대해서는 기동대 등 경찰력을 선점 배치할 계획이다. 또 연휴 기간 중요상황 발생을 대비해 전 경찰관 비상연락체제를 유지하고 긴급 신고 시에는 담당과 기능ㅇ르 불문하고 총력대응 태세를 유지할 예정이다.금융기관·귀금속점 등 주요시설에 대한 예방활동도 강화한다. 아울러 1인 가구 밀집지역·전통시장 등 지역별 취약장소에 대해선 순찰력을 집중하고 범죄예방요령을 교육하는 등 예방대책을 추진할 예정이다. 가정폭력 재발 우려 가정, 수사 중인 아동학대 사건에 대해선 전수 모니터링을 통해 재발 위험성을 점검한다. 이 과정에서 과거 전력 등을 고려해 보호·지원 필요성을 적극 점검할 계획이다.경찰은 또 연휴 기간 차량 정체가 극심할 것으로 보고 교통관리에 나선다. 대형할인점·재래시장·공원묘지 등 혼잡 예상지역을 집중적으로 관리하고, 고속도로와 연계 국도 등에서 귀성·귀경길 소통을 확보할 방침이다. 과속·난폭운전 등 사고위험 행위에 대해선 특히 암행순찰차, 헬기, 드론 등을 활용해 집중 단속을 펼칠 계획이다. 경찰청 관계자는 ""설 연휴 기간 경찰의 모든 역량을 집중해 국민이 평온하고 안전한 명절을 보낼 수 있도록 최선의 노력을 다하겠다""고 밝혔다.",아시아경제,2023-01-16 12:00:00
